"ID","File","RelativePath","SizeBytes","SizeKB"
"291791478","291791478.wem","th4_000_common_vo\english(us)\291791478.wem","29467","28,78"
"291892974","291892974.wem","th4_000_common_vo\english(us)\291892974.wem","70033","68,39"
"291902255","291902255.wem","th4_000_common_vo\english(us)\291902255.wem","7339","7,17"
"292303274","292303274.wem","th4_000_common_vo\english(us)\292303274.wem","9004","8,79"
"293295906","293295906.wem","th4_000_common_vo\english(us)\293295906.wem","33683","32,89"
"294748920","294748920.wem","th4_000_common_vo\english(us)\294748920.wem","52379","51,15"
"295197945","295197945.wem","th4_000_common_vo\english(us)\295197945.wem","24621","24,04"
"295402180","295402180.wem","th4_000_common_vo\english(us)\295402180.wem","38249","37,35"
"295484415","295484415.wem","th4_000_common_vo\english(us)\295484415.wem","46598","45,51"
"296028953","296028953.wem","th4_000_common_vo\english(us)\296028953.wem","22247","21,73"
"296620762","296620762.wem","th4_000_common_vo\english(us)\296620762.wem","18233","17,81"
"297588063","297588063.wem","th4_000_common_vo\english(us)\297588063.wem","39107","38,19"
"298554319","298554319.wem","th4_000_common_vo\english(us)\298554319.wem","12018","11,74"
"299312186","299312186.wem","th4_000_common_vo\english(us)\299312186.wem","28252","27,59"
"299604590","299604590.wem","th4_000_common_vo\english(us)\299604590.wem","14886","14,54"
"300465557","300465557.wem","th4_000_common_vo\english(us)\300465557.wem","18028","17,61"
"300764624","300764624.wem","th4_000_common_vo\english(us)\300764624.wem","35971","35,13"
"301281303","301281303.wem","th4_000_common_vo\english(us)\301281303.wem","34581","33,77"
"301847788","301847788.wem","th4_000_common_vo\english(us)\301847788.wem","17935","17,51"
"302855129","302855129.wem","th4_000_common_vo\english(us)\302855129.wem","26952","26,32"
"303752298","303752298.wem","th4_000_common_vo\english(us)\303752298.wem","40592","39,64"
"305371706","305371706.wem","th4_000_common_vo\english(us)\305371706.wem","23423","22,87"
"307942064","307942064.wem","th4_000_common_vo\english(us)\307942064.wem","39058","38,14"
"310717457","310717457.wem","th4_000_common_vo\english(us)\310717457.wem","54369","53,09"
"312358803","312358803.wem","th4_000_common_vo\english(us)\312358803.wem","39003","38,09"
"313851490","313851490.wem","th4_000_common_vo\english(us)\313851490.wem","109850","107,28"
"314504782","314504782.wem","th4_000_common_vo\english(us)\314504782.wem","6786","6,63"
"315025654","315025654.wem","th4_000_common_vo\english(us)\315025654.wem","353152","344,88"
"315933206","315933206.wem","th4_000_common_vo\english(us)\315933206.wem","10119","9,88"
"316454681","316454681.wem","th4_000_common_vo\english(us)\316454681.wem","300366","293,33"
"317399096","317399096.wem","th4_000_common_vo\english(us)\317399096.wem","12162","11,88"
"321690469","321690469.wem","th4_000_common_vo\english(us)\321690469.wem","15402","15,04"
"322706511","322706511.wem","th4_000_common_vo\english(us)\322706511.wem","33580","32,79"
"323532677","323532677.wem","th4_000_common_vo\english(us)\323532677.wem","10538","10,29"
"323978565","323978565.wem","th4_000_common_vo\english(us)\323978565.wem","16453","16,07"
"323982226","323982226.wem","th4_000_common_vo\english(us)\323982226.wem","111411","108,8"
"324025043","324025043.wem","th4_000_common_vo\english(us)\324025043.wem","10262","10,02"
"324163942","324163942.wem","th4_000_common_vo\english(us)\324163942.wem","90254","88,14"
"324489994","324489994.wem","th4_000_common_vo\english(us)\324489994.wem","178521","174,34"
"326337733","326337733.wem","th4_000_common_vo\english(us)\326337733.wem","44055","43,02"
"327111786","327111786.wem","th4_000_common_vo\english(us)\327111786.wem","23755","23,2"
"327225481","327225481.wem","th4_000_common_vo\english(us)\327225481.wem","54235","52,96"
"329734131","329734131.wem","th4_000_common_vo\english(us)\329734131.wem","49231","48,08"
"330995421","330995421.wem","th4_000_common_vo\english(us)\330995421.wem","16336","15,95"
"332168452","332168452.wem","th4_000_common_vo\english(us)\332168452.wem","18377","17,95"
"334279646","334279646.wem","th4_000_common_vo\english(us)\334279646.wem","46569","45,48"
"334746582","334746582.wem","th4_000_common_vo\english(us)\334746582.wem","6968","6,8"
"335569914","335569914.wem","th4_000_common_vo\english(us)\335569914.wem","35549","34,72"
"336164338","336164338.wem","th4_000_common_vo\english(us)\336164338.wem","18627","18,19"
"336600463","336600463.wem","th4_000_common_vo\english(us)\336600463.wem","19553","19,09"
"336643644","336643644.wem","th4_000_common_vo\english(us)\336643644.wem","33464","32,68"
"336743785","336743785.wem","th4_000_common_vo\english(us)\336743785.wem","36317","35,47"
"337206063","337206063.wem","th4_000_common_vo\english(us)\337206063.wem","13989","13,66"
"338048439","338048439.wem","th4_000_common_vo\english(us)\338048439.wem","34561","33,75"
"338807096","338807096.wem","th4_000_common_vo\english(us)\338807096.wem","30389","29,68"
"339751913","339751913.wem","th4_000_common_vo\english(us)\339751913.wem","13885","13,56"
"342371862","342371862.wem","th4_000_common_vo\english(us)\342371862.wem","18183","17,76"
"344423814","344423814.wem","th4_000_common_vo\english(us)\344423814.wem","8910","8,7"
"344561946","344561946.wem","th4_000_common_vo\english(us)\344561946.wem","20413","19,93"
"344949174","344949174.wem","th4_000_common_vo\english(us)\344949174.wem","25189","24,6"
"345019061","345019061.wem","th4_000_common_vo\english(us)\345019061.wem","32665","31,9"
"346829381","346829381.wem","th4_000_common_vo\english(us)\346829381.wem","26152","25,54"
"348578007","348578007.wem","th4_000_common_vo\english(us)\348578007.wem","9406","9,19"
"348670091","348670091.wem","th4_000_common_vo\english(us)\348670091.wem","25942","25,33"
"351957581","351957581.wem","th4_000_common_vo\english(us)\351957581.wem","59908","58,5"
"352232437","352232437.wem","th4_000_common_vo\english(us)\352232437.wem","13697","13,38"
"352352022","352352022.wem","th4_000_common_vo\english(us)\352352022.wem","23859","23,3"
"353841134","353841134.wem","th4_000_common_vo\english(us)\353841134.wem","143002","139,65"
"354668928","354668928.wem","th4_000_common_vo\english(us)\354668928.wem","22367","21,84"
"357489160","357489160.wem","th4_000_common_vo\english(us)\357489160.wem","29996","29,29"
"358279764","358279764.wem","th4_000_common_vo\english(us)\358279764.wem","16371","15,99"
"359231875","359231875.wem","th4_000_common_vo\english(us)\359231875.wem","17715","17,3"
"359297207","359297207.wem","th4_000_common_vo\english(us)\359297207.wem","38391","37,49"
"359395123","359395123.wem","th4_000_common_vo\english(us)\359395123.wem","22824","22,29"
"360887369","360887369.wem","th4_000_common_vo\english(us)\360887369.wem","11296","11,03"
"361924852","361924852.wem","th4_000_common_vo\english(us)\361924852.wem","28294","27,63"
"365060074","365060074.wem","th4_000_common_vo\english(us)\365060074.wem","31756","31,01"
"366751104","366751104.wem","th4_000_common_vo\english(us)\366751104.wem","20070","19,6"
"366831874","366831874.wem","th4_000_common_vo\english(us)\366831874.wem","32369","31,61"
"366957376","366957376.wem","th4_000_common_vo\english(us)\366957376.wem","44757","43,71"
"367107921","367107921.wem","th4_000_common_vo\english(us)\367107921.wem","7228","7,06"
"367584962","367584962.wem","th4_000_common_vo\english(us)\367584962.wem","23192","22,65"
"368819908","368819908.wem","th4_000_common_vo\english(us)\368819908.wem","11892","11,61"
"371295396","371295396.wem","th4_000_common_vo\english(us)\371295396.wem","34525","33,72"
"371394614","371394614.wem","th4_000_common_vo\english(us)\371394614.wem","74367","72,62"
"372538656","372538656.wem","th4_000_common_vo\english(us)\372538656.wem","33903","33,11"
"374069543","374069543.wem","th4_000_common_vo\english(us)\374069543.wem","22434","21,91"
"374071736","374071736.wem","th4_000_common_vo\english(us)\374071736.wem","25689","25,09"
"374410794","374410794.wem","th4_000_common_vo\english(us)\374410794.wem","10854","10,6"
"375133198","375133198.wem","th4_000_common_vo\english(us)\375133198.wem","47577","46,46"
"376272801","376272801.wem","th4_000_common_vo\english(us)\376272801.wem","32513","31,75"
"376568401","376568401.wem","th4_000_common_vo\english(us)\376568401.wem","19668","19,21"
"377506577","377506577.wem","th4_000_common_vo\english(us)\377506577.wem","26844","26,21"
"382335453","382335453.wem","th4_000_common_vo\english(us)\382335453.wem","31542","30,8"
"382402011","382402011.wem","th4_000_common_vo\english(us)\382402011.wem","74569","72,82"
"383557193","383557193.wem","th4_000_common_vo\english(us)\383557193.wem","69583","67,95"
"383786923","383786923.wem","th4_000_common_vo\english(us)\383786923.wem","19491","19,03"
"384020408","384020408.wem","th4_000_common_vo\english(us)\384020408.wem","43615","42,59"
"385288379","385288379.wem","th4_000_common_vo\english(us)\385288379.wem","6010","5,87"
"387708242","387708242.wem","th4_000_common_vo\english(us)\387708242.wem","22058","21,54"
"388419407","388419407.wem","th4_000_common_vo\english(us)\388419407.wem","51029","49,83"
"393504504","393504504.wem","th4_000_common_vo\english(us)\393504504.wem","16915","16,52"
"393759497","393759497.wem","th4_000_common_vo\english(us)\393759497.wem","46320","45,23"
"393960277","393960277.wem","th4_000_common_vo\english(us)\393960277.wem","51130","49,93"
"394444490","394444490.wem","th4_000_common_vo\english(us)\394444490.wem","26214","25,6"
"394844575","394844575.wem","th4_000_common_vo\english(us)\394844575.wem","40535","39,58"
"396856693","396856693.wem","th4_000_common_vo\english(us)\396856693.wem","37711","36,83"
"398622759","398622759.wem","th4_000_common_vo\english(us)\398622759.wem","54677","53,4"
"400137489","400137489.wem","th4_000_common_vo\english(us)\400137489.wem","7057","6,89"
"400720740","400720740.wem","th4_000_common_vo\english(us)\400720740.wem","6932","6,77"
"401643321","401643321.wem","th4_000_common_vo\english(us)\401643321.wem","16356","15,97"
"401770030","401770030.wem","th4_000_common_vo\english(us)\401770030.wem","56979","55,64"
"402148274","402148274.wem","th4_000_common_vo\english(us)\402148274.wem","10316","10,07"
"403731769","403731769.wem","th4_000_common_vo\english(us)\403731769.wem","24117","23,55"
"404788835","404788835.wem","th4_000_common_vo\english(us)\404788835.wem","38676","37,77"
"405488693","405488693.wem","th4_000_common_vo\english(us)\405488693.wem","45442","44,38"
"406532239","406532239.wem","th4_000_common_vo\english(us)\406532239.wem","58263","56,9"
"408545271","408545271.wem","th4_000_common_vo\english(us)\408545271.wem","17080","16,68"
"409047569","409047569.wem","th4_000_common_vo\english(us)\409047569.wem","10722","10,47"
"410268385","410268385.wem","th4_000_common_vo\english(us)\410268385.wem","36526","35,67"
"410333338","410333338.wem","th4_000_common_vo\english(us)\410333338.wem","13545","13,23"
"410655110","410655110.wem","th4_000_common_vo\english(us)\410655110.wem","43885","42,86"
"411497555","411497555.wem","th4_000_common_vo\english(us)\411497555.wem","24355","23,78"
"412020070","412020070.wem","th4_000_common_vo\english(us)\412020070.wem","12924","12,62"
"415162792","415162792.wem","th4_000_common_vo\english(us)\415162792.wem","11233","10,97"
"415572436","415572436.wem","th4_000_common_vo\english(us)\415572436.wem","68264","66,66"
"415978962","415978962.wem","th4_000_common_vo\english(us)\415978962.wem","11318","11,05"
"415979427","415979427.wem","th4_000_common_vo\english(us)\415979427.wem","43075","42,07"
"417027039","417027039.wem","th4_000_common_vo\english(us)\417027039.wem","48870","47,72"
"417658502","417658502.wem","th4_000_common_vo\english(us)\417658502.wem","22492","21,96"
"418024896","418024896.wem","th4_000_common_vo\english(us)\418024896.wem","50055","48,88"
"419074368","419074368.wem","th4_000_common_vo\english(us)\419074368.wem","13656","13,34"
"423576560","423576560.wem","th4_000_common_vo\english(us)\423576560.wem","13329","13,02"
"424842952","424842952.wem","th4_000_common_vo\english(us)\424842952.wem","88289","86,22"
"428355477","428355477.wem","th4_000_common_vo\english(us)\428355477.wem","21799","21,29"
"429713486","429713486.wem","th4_000_common_vo\english(us)\429713486.wem","6210","6,06"
"429842192","429842192.wem","th4_000_common_vo\english(us)\429842192.wem","67266","65,69"
"430086978","430086978.wem","th4_000_common_vo\english(us)\430086978.wem","16021","15,65"
"430911117","430911117.wem","th4_000_common_vo\english(us)\430911117.wem","20566","20,08"
"431294283","431294283.wem","th4_000_common_vo\english(us)\431294283.wem","26991","26,36"
"431430945","431430945.wem","th4_000_common_vo\english(us)\431430945.wem","9731","9,5"
"431481085","431481085.wem","th4_000_common_vo\english(us)\431481085.wem","64360","62,85"
"431551151","431551151.wem","th4_000_common_vo\english(us)\431551151.wem","113444","110,79"
"432000320","432000320.wem","th4_000_common_vo\english(us)\432000320.wem","10906","10,65"
"433222527","433222527.wem","th4_000_common_vo\english(us)\433222527.wem","45630","44,56"
"433983910","433983910.wem","th4_000_common_vo\english(us)\433983910.wem","18501","18,07"
"434389044","434389044.wem","th4_000_common_vo\english(us)\434389044.wem","6922","6,76"
"438170191","438170191.wem","th4_000_common_vo\english(us)\438170191.wem","19694","19,23"
"439504169","439504169.wem","th4_000_common_vo\english(us)\439504169.wem","41613","40,64"
"439812956","439812956.wem","th4_000_common_vo\english(us)\439812956.wem","7060","6,89"
"439818420","439818420.wem","th4_000_common_vo\english(us)\439818420.wem","28388","27,72"
"439964722","439964722.wem","th4_000_common_vo\english(us)\439964722.wem","7857","7,67"
"441080534","441080534.wem","th4_000_common_vo\english(us)\441080534.wem","53213","51,97"
"441093314","441093314.wem","th4_000_common_vo\english(us)\441093314.wem","8957","8,75"
"441636163","441636163.wem","th4_000_common_vo\english(us)\441636163.wem","11305","11,04"
"441969863","441969863.wem","th4_000_common_vo\english(us)\441969863.wem","41739","40,76"
"442044236","442044236.wem","th4_000_common_vo\english(us)\442044236.wem","8274","8,08"
"443826166","443826166.wem","th4_000_common_vo\english(us)\443826166.wem","21627","21,12"
"444357559","444357559.wem","th4_000_common_vo\english(us)\444357559.wem","20203","19,73"
"446263000","446263000.wem","th4_000_common_vo\english(us)\446263000.wem","34873","34,06"
"448827065","448827065.wem","th4_000_common_vo\english(us)\448827065.wem","24411","23,84"
"449583122","449583122.wem","th4_000_common_vo\english(us)\449583122.wem","46351","45,26"
"449603267","449603267.wem","th4_000_common_vo\english(us)\449603267.wem","98189","95,89"
"450167022","450167022.wem","th4_000_common_vo\english(us)\450167022.wem","13273","12,96"
"451636995","451636995.wem","th4_000_common_vo\english(us)\451636995.wem","35710","34,87"
"451974591","451974591.wem","th4_000_common_vo\english(us)\451974591.wem","78745","76,9"
"452233968","452233968.wem","th4_000_common_vo\english(us)\452233968.wem","31588","30,85"
"452594030","452594030.wem","th4_000_common_vo\english(us)\452594030.wem","50327","49,15"
"452907922","452907922.wem","th4_000_common_vo\english(us)\452907922.wem","22722","22,19"
"453883104","453883104.wem","th4_000_common_vo\english(us)\453883104.wem","22619","22,09"
"458898376","458898376.wem","th4_000_common_vo\english(us)\458898376.wem","19938","19,47"
"458958901","458958901.wem","th4_000_common_vo\english(us)\458958901.wem","61395","59,96"
"460416727","460416727.wem","th4_000_common_vo\english(us)\460416727.wem","42079","41,09"
"461263734","461263734.wem","th4_000_common_vo\english(us)\461263734.wem","32426","31,67"
"461795631","461795631.wem","th4_000_common_vo\english(us)\461795631.wem","74296","72,55"
"462415706","462415706.wem","th4_000_common_vo\english(us)\462415706.wem","96114","93,86"
"463698316","463698316.wem","th4_000_common_vo\english(us)\463698316.wem","36125","35,28"
"465528367","465528367.wem","th4_000_common_vo\english(us)\465528367.wem","51835","50,62"
"465789938","465789938.wem","th4_000_common_vo\english(us)\465789938.wem","32468","31,71"
"465962432","465962432.wem","th4_000_common_vo\english(us)\465962432.wem","11928","11,65"
"466008262","466008262.wem","th4_000_common_vo\english(us)\466008262.wem","22673","22,14"
"467069342","467069342.wem","th4_000_common_vo\english(us)\467069342.wem","19971","19,5"
"468166270","468166270.wem","th4_000_common_vo\english(us)\468166270.wem","241041","235,39"
"470175939","470175939.wem","th4_000_common_vo\english(us)\470175939.wem","22719","22,19"
"470716356","470716356.wem","th4_000_common_vo\english(us)\470716356.wem","25237","24,65"
"471584944","471584944.wem","th4_000_common_vo\english(us)\471584944.wem","55561","54,26"
"471755574","471755574.wem","th4_000_common_vo\english(us)\471755574.wem","62948","61,47"
"471866784","471866784.wem","th4_000_common_vo\english(us)\471866784.wem","8143","7,95"
"472341349","472341349.wem","th4_000_common_vo\english(us)\472341349.wem","84461","82,48"
"473254968","473254968.wem","th4_000_common_vo\english(us)\473254968.wem","47359","46,25"
"474078733","474078733.wem","th4_000_common_vo\english(us)\474078733.wem","27713","27,06"
"474328726","474328726.wem","th4_000_common_vo\english(us)\474328726.wem","34924","34,11"
"474969243","474969243.wem","th4_000_common_vo\english(us)\474969243.wem","37946","37,06"
"475146708","475146708.wem","th4_000_common_vo\english(us)\475146708.wem","31730","30,99"
"475355609","475355609.wem","th4_000_common_vo\english(us)\475355609.wem","42751","41,75"
"478782204","478782204.wem","th4_000_common_vo\english(us)\478782204.wem","46540","45,45"
"481015795","481015795.wem","th4_000_common_vo\english(us)\481015795.wem","26877","26,25"
"481209477","481209477.wem","th4_000_common_vo\english(us)\481209477.wem","34105","33,31"
"481223653","481223653.wem","th4_000_common_vo\english(us)\481223653.wem","29032","28,35"
"482232445","482232445.wem","th4_000_common_vo\english(us)\482232445.wem","113230","110,58"
"483044510","483044510.wem","th4_000_common_vo\english(us)\483044510.wem","30790","30,07"
"483424404","483424404.wem","th4_000_common_vo\english(us)\483424404.wem","12914","12,61"
"485350741","485350741.wem","th4_000_common_vo\english(us)\485350741.wem","40228","39,29"
"486401047","486401047.wem","th4_000_common_vo\english(us)\486401047.wem","45549","44,48"
"486413675","486413675.wem","th4_000_common_vo\english(us)\486413675.wem","19480","19,02"
"486742604","486742604.wem","th4_000_common_vo\english(us)\486742604.wem","67625","66,04"
"488360730","488360730.wem","th4_000_common_vo\english(us)\488360730.wem","24327","23,76"
"490282974","490282974.wem","th4_000_common_vo\english(us)\490282974.wem","41488","40,52"
"491564024","491564024.wem","th4_000_common_vo\english(us)\491564024.wem","53013","51,77"
"492451819","492451819.wem","th4_000_common_vo\english(us)\492451819.wem","28375","27,71"
"493162889","493162889.wem","th4_000_common_vo\english(us)\493162889.wem","16099","15,72"
"493670512","493670512.wem","th4_000_common_vo\english(us)\493670512.wem","82540","80,61"
"493722911","493722911.wem","th4_000_common_vo\english(us)\493722911.wem","44282","43,24"
"494989785","494989785.wem","th4_000_common_vo\english(us)\494989785.wem","23559","23,01"
"495764015","495764015.wem","th4_000_common_vo\english(us)\495764015.wem","20535","20,05"
"495882292","495882292.wem","th4_000_common_vo\english(us)\495882292.wem","14659","14,32"
"496330691","496330691.wem","th4_000_common_vo\english(us)\496330691.wem","26415","25,8"
"496373118","496373118.wem","th4_000_common_vo\english(us)\496373118.wem","16313","15,93"
"499650297","499650297.wem","th4_000_common_vo\english(us)\499650297.wem","26805","26,18"
"500049807","500049807.wem","th4_000_common_vo\english(us)\500049807.wem","145339","141,93"
"503314529","503314529.wem","th4_000_common_vo\english(us)\503314529.wem","47251","46,14"
"503484683","503484683.wem","th4_000_common_vo\english(us)\503484683.wem","41852","40,87"
"503584387","503584387.wem","th4_000_common_vo\english(us)\503584387.wem","9329","9,11"
"504253636","504253636.wem","th4_000_common_vo\english(us)\504253636.wem","9034","8,82"
"505575962","505575962.wem","th4_000_common_vo\english(us)\505575962.wem","36612","35,75"
"505642874","505642874.wem","th4_000_common_vo\english(us)\505642874.wem","47557","46,44"
"506104412","506104412.wem","th4_000_common_vo\english(us)\506104412.wem","62981","61,5"
"506775474","506775474.wem","th4_000_common_vo\english(us)\506775474.wem","33861","33,07"
"507868355","507868355.wem","th4_000_common_vo\english(us)\507868355.wem","38516","37,61"
"508042368","508042368.wem","th4_000_common_vo\english(us)\508042368.wem","25580","24,98"
"508384238","508384238.wem","th4_000_common_vo\english(us)\508384238.wem","23841","23,28"
"508418172","508418172.wem","th4_000_common_vo\english(us)\508418172.wem","20324","19,85"
"509150225","509150225.wem","th4_000_common_vo\english(us)\509150225.wem","21138","20,64"
"511031568","511031568.wem","th4_000_common_vo\english(us)\511031568.wem","19242","18,79"
"511045932","511045932.wem","th4_000_common_vo\english(us)\511045932.wem","44433","43,39"
"512180737","512180737.wem","th4_000_common_vo\english(us)\512180737.wem","33781","32,99"
"513712278","513712278.wem","th4_000_common_vo\english(us)\513712278.wem","32419","31,66"
"514246346","514246346.wem","th4_000_common_vo\english(us)\514246346.wem","17009","16,61"
"516151388","516151388.wem","th4_000_common_vo\english(us)\516151388.wem","22157","21,64"
"518039797","518039797.wem","th4_000_common_vo\english(us)\518039797.wem","13289","12,98"
"520292044","520292044.wem","th4_000_common_vo\english(us)\520292044.wem","29683","28,99"
"522342351","522342351.wem","th4_000_common_vo\english(us)\522342351.wem","29287","28,6"
"525609901","525609901.wem","th4_000_common_vo\english(us)\525609901.wem","66688","65,12"
"526885551","526885551.wem","th4_000_common_vo\english(us)\526885551.wem","10178","9,94"
"528120439","528120439.wem","th4_000_common_vo\english(us)\528120439.wem","21858","21,35"
"528151165","528151165.wem","th4_000_common_vo\english(us)\528151165.wem","9576","9,35"
"529048438","529048438.wem","th4_000_common_vo\english(us)\529048438.wem","13824","13,5"
"529146015","529146015.wem","th4_000_common_vo\english(us)\529146015.wem","23991","23,43"
"529421949","529421949.wem","th4_000_common_vo\english(us)\529421949.wem","18945","18,5"
"529627824","529627824.wem","th4_000_common_vo\english(us)\529627824.wem","44500","43,46"
"530181021","530181021.wem","th4_000_common_vo\english(us)\530181021.wem","26059","25,45"
"530397980","530397980.wem","th4_000_common_vo\english(us)\530397980.wem","32426","31,67"
"530692136","530692136.wem","th4_000_common_vo\english(us)\530692136.wem","56525","55,2"
"530969235","530969235.wem","th4_000_common_vo\english(us)\530969235.wem","10979","10,72"
"531151495","531151495.wem","th4_000_common_vo\english(us)\531151495.wem","18945","18,5"
"531535501","531535501.wem","th4_000_common_vo\english(us)\531535501.wem","18043","17,62"
"534780668","534780668.wem","th4_000_common_vo\english(us)\534780668.wem","11996","11,71"
"536079640","536079640.wem","th4_000_common_vo\english(us)\536079640.wem","13197","12,89"
"536154943","536154943.wem","th4_000_common_vo\english(us)\536154943.wem","137969","134,74"
"536489072","536489072.wem","th4_000_common_vo\english(us)\536489072.wem","19969","19,5"
"537768246","537768246.wem","th4_000_common_vo\english(us)\537768246.wem","12967","12,66"
"538302831","538302831.wem","th4_000_common_vo\english(us)\538302831.wem","34744","33,93"
"540348542","540348542.wem","th4_000_common_vo\english(us)\540348542.wem","27328","26,69"
"541461070","541461070.wem","th4_000_common_vo\english(us)\541461070.wem","8354","8,16"
"545435231","545435231.wem","th4_000_common_vo\english(us)\545435231.wem","33967","33,17"
"545688649","545688649.wem","th4_000_common_vo\english(us)\545688649.wem","31338","30,6"
"546071994","546071994.wem","th4_000_common_vo\english(us)\546071994.wem","33921","33,13"
"546302932","546302932.wem","th4_000_common_vo\english(us)\546302932.wem","33005","32,23"
"547039271","547039271.wem","th4_000_common_vo\english(us)\547039271.wem","12650","12,35"
"548195936","548195936.wem","th4_000_common_vo\english(us)\548195936.wem","32700","31,93"
"548631672","548631672.wem","th4_000_common_vo\english(us)\548631672.wem","36508","35,65"
"549141893","549141893.wem","th4_000_common_vo\english(us)\549141893.wem","34141","33,34"
"551136483","551136483.wem","th4_000_common_vo\english(us)\551136483.wem","42429","41,43"
"553050431","553050431.wem","th4_000_common_vo\english(us)\553050431.wem","57066","55,73"
"556011718","556011718.wem","th4_000_common_vo\english(us)\556011718.wem","39908","38,97"
"556780192","556780192.wem","th4_000_common_vo\english(us)\556780192.wem","17357","16,95"
"557983551","557983551.wem","th4_000_common_vo\english(us)\557983551.wem","27681","27,03"
"558462656","558462656.wem","th4_000_common_vo\english(us)\558462656.wem","17385","16,98"
"560660796","560660796.wem","th4_000_common_vo\english(us)\560660796.wem","15168","14,81"
"560912128","560912128.wem","th4_000_common_vo\english(us)\560912128.wem","8314","8,12"
"561015116","561015116.wem","th4_000_common_vo\english(us)\561015116.wem","13253","12,94"
"561127797","561127797.wem","th4_000_common_vo\english(us)\561127797.wem","32059","31,31"
"561179109","561179109.wem","th4_000_common_vo\english(us)\561179109.wem","48493","47,36"
"561621684","561621684.wem","th4_000_common_vo\english(us)\561621684.wem","91343","89,2"
"564389244","564389244.wem","th4_000_common_vo\english(us)\564389244.wem","42507","41,51"
"564398809","564398809.wem","th4_000_common_vo\english(us)\564398809.wem","33926","33,13"
"564551233","564551233.wem","th4_000_common_vo\english(us)\564551233.wem","8292","8,1"
"565565952","565565952.wem","th4_000_common_vo\english(us)\565565952.wem","25606","25,01"
"566090492","566090492.wem","th4_000_common_vo\english(us)\566090492.wem","12966","12,66"
"566110703","566110703.wem","th4_000_common_vo\english(us)\566110703.wem","13353","13,04"
"567927241","567927241.wem","th4_000_common_vo\english(us)\567927241.wem","47143","46,04"
"568173431","568173431.wem","th4_000_common_vo\english(us)\568173431.wem","11449","11,18"
"572354245","572354245.wem","th4_000_common_vo\english(us)\572354245.wem","22381","21,86"
"575396518","575396518.wem","th4_000_common_vo\english(us)\575396518.wem","14813","14,47"
"577440984","577440984.wem","th4_000_common_vo\english(us)\577440984.wem","17738","17,32"
"578006395","578006395.wem","th4_000_common_vo\english(us)\578006395.wem","14982","14,63"
"578164637","578164637.wem","th4_000_common_vo\english(us)\578164637.wem","29512","28,82"
"578507687","578507687.wem","th4_000_common_vo\english(us)\578507687.wem","61480","60,04"
"578909285","578909285.wem","th4_000_common_vo\english(us)\578909285.wem","22562","22,03"
"579137320","579137320.wem","th4_000_common_vo\english(us)\579137320.wem","23256","22,71"
"579883385","579883385.wem","th4_000_common_vo\english(us)\579883385.wem","20067","19,6"
"580642956","580642956.wem","th4_000_common_vo\english(us)\580642956.wem","26073","25,46"
"581175625","581175625.wem","th4_000_common_vo\english(us)\581175625.wem","23488","22,94"
"581710097","581710097.wem","th4_000_common_vo\english(us)\581710097.wem","10327","10,08"
"582033018","582033018.wem","th4_000_common_vo\english(us)\582033018.wem","70632","68,98"
"583111496","583111496.wem","th4_000_common_vo\english(us)\583111496.wem","12112","11,83"
"583113460","583113460.wem","th4_000_common_vo\english(us)\583113460.wem","19196","18,75"
"583398930","583398930.wem","th4_000_common_vo\english(us)\583398930.wem","49137","47,99"
"583620332","583620332.wem","th4_000_common_vo\english(us)\583620332.wem","52201","50,98"
"585322642","585322642.wem","th4_000_common_vo\english(us)\585322642.wem","5626","5,49"
"585691051","585691051.wem","th4_000_common_vo\english(us)\585691051.wem","38882","37,97"
"586977885","586977885.wem","th4_000_common_vo\english(us)\586977885.wem","37042","36,17"
"588927754","588927754.wem","th4_000_common_vo\english(us)\588927754.wem","17891","17,47"
"589104479","589104479.wem","th4_000_common_vo\english(us)\589104479.wem","102829","100,42"
"589192513","589192513.wem","th4_000_common_vo\english(us)\589192513.wem","31778","31,03"
"589745889","589745889.wem","th4_000_common_vo\english(us)\589745889.wem","18830","18,39"
"590295318","590295318.wem","th4_000_common_vo\english(us)\590295318.wem","73666","71,94"
"591196620","591196620.wem","th4_000_common_vo\english(us)\591196620.wem","143326","139,97"
"596333364","596333364.wem","th4_000_common_vo\english(us)\596333364.wem","7830","7,65"
"596342624","596342624.wem","th4_000_common_vo\english(us)\596342624.wem","11304","11,04"
"596877562","596877562.wem","th4_000_common_vo\english(us)\596877562.wem","14702","14,36"
"597854950","597854950.wem","th4_000_common_vo\english(us)\597854950.wem","9054","8,84"
"597905619","597905619.wem","th4_000_common_vo\english(us)\597905619.wem","17006","16,61"
"598109044","598109044.wem","th4_000_common_vo\english(us)\598109044.wem","25849","25,24"
"605166869","605166869.wem","th4_000_common_vo\english(us)\605166869.wem","89057","86,97"
"606607172","606607172.wem","th4_000_common_vo\english(us)\606607172.wem","19482","19,03"
"606911486","606911486.wem","th4_000_common_vo\english(us)\606911486.wem","37432","36,55"
"607237120","607237120.wem","th4_000_common_vo\english(us)\607237120.wem","46088","45,01"
"607257319","607257319.wem","th4_000_common_vo\english(us)\607257319.wem","44209","43,17"
"608002897","608002897.wem","th4_000_common_vo\english(us)\608002897.wem","42395","41,4"
"608686206","608686206.wem","th4_000_common_vo\english(us)\608686206.wem","5998","5,86"
"609279557","609279557.wem","th4_000_common_vo\english(us)\609279557.wem","54324","53,05"
